"post","created","man"
"My man looks like Pat Boone being tased",2026-07-16 21:50:15.01,"Stephen Miller"
"My man looks like the mayor of a town that banned dancing",2026-07-16 21:50:42.473,"Stephen Miller"
"My man looks like he pardoned a pedophile",2026-07-16 21:51:20.044,"Stephen Miller"
"My man looks like he has a Master's degree in ethnic slurs",2026-07-16 21:52:24.374,"Stephen Miller"
"My man looks like he was caught masturbating in a confessional",2026-07-16 21:53:37.93,"Stephen Miller"
"My man looks like he polished off an entire bar's worth of Fireball shots",2026-07-16 21:54:28.083,"Stephen Miller"
"My man looks like that stripper really likes him",2026-07-16 21:54:53.745,"Stephen Miller"
"My man looks like he's telling his wife that his secretary is just checking his ""bathing suit zone"" for suspicious moles",2026-07-16 21:56:05.454,"Stephen Miller"
"My man looks like he caught his limit of runaways early today",2026-07-16 21:56:39.827,"Stephen Miller"
"My man looks like he has a crawlspace full of hobo bindles",2026-07-16 21:57:21.424,"Stephen Miller"
"My man looks like Dick Van Patten ate Dick Van Dyke",2026-07-16 21:58:38.877,"Stephen Miller"
"My man looks like he's shouted ""do you know who I am?"" to a Girl Scout troop",2026-07-16 21:59:23.207,"Stephen Miller"
"My man looks like Randall Flagg from THE STAND ran for public office.",2026-07-16 22:00:02.912,"Stephen Miller"
"My man looks like Dr. Evil tried to go legit",2026-07-16 22:00:57.128,"Stephen Miller"
"My man looks like a Thomas Nast cartoon got its wish to become a real boy",2026-07-16 22:02:12.158,"Stephen Miller"
"My man looks like the ""Freedom of Speech"" poster if Norman Rockwell had been a meth addict",2026-07-16 22:02:51.964,"Stephen Miller"
"My man looks like he's a member of a country club that's banned Catholics",2026-07-16 22:03:55.986,"Stephen Miller"
"My man looks like a Batman villain called The Comptroller",2026-07-16 22:04:16.514,"Stephen Miller"
"My man looks like he's writing an amicus brief to support prima noctae",2026-07-16 22:05:22.902,"Stephen Miller"
"My man looks like he uses the term ""ephebopilia"" too comfortably",2026-07-16 22:06:24.99,"Stephen Miller"
"My man looks like he's an accountant for something only referred to as ""the outfit""",2026-07-16 22:08:00.712,"Stephen Miller"
"My man looks like Temu John Lithgow",2026-07-16 22:12:14.584,"Stephen Miller"
"My man looks like he's trying to explain to the state trooper why he was driving pantsless",2026-07-16 22:13:00.789,"Stephen Miller"
"My man looks like the bad guy from a Police Academy movie.",2026-07-16 22:13:21.358,"Stephen Miller"
"My man looks like he's the head deacon at First National Crypto Church",2026-07-16 22:16:11.919,"Stephen Miller"
"My man looks like Robert Duvall having a reaction to shellfish",2026-07-16 22:17:48.183,"Stephen Miller"
"My man looks like Mr. Potato Head in a cancer ward",2026-07-17 20:37:30.13,"Stephen Miller"
"My man looks like a dildo got an MBA",2026-07-17 20:37:46.587,"Stephen Miller"
"My man looks like the villain in a Nickelodeon series about a dog who rollerblades",2026-07-17 20:38:38.148,"Stephen Miller"
"My man looks like Dr. Evil if he was the assistant manager of Accounts Receivable",2026-07-17 20:39:11.637,"Stephen Miller"
"My man looks like his voice can make an adult woman sterile",2026-07-17 20:39:32.141,"Stephen Miller"
"My man looks like he has German shepherds named Eva and Obergruppenführer",2026-07-17 20:40:50.76,"Stephen Miller"
"My man looks like he tells niche ethnic jokes, singling out the Estonians for some reason",2026-07-17 20:41:37.474,"Stephen Miller"
"My man looks like someone shaved a weasel",2026-07-17 20:42:18.161,"Stephen Miller"
"My man looks like his blood type is vinegar",2026-07-17 20:43:12.315,"Stephen Miller"
"My man looks like a baby doll that smells of spoiled milk.",2026-07-17 20:43:51.59,"Stephen Miller"
"My man looks like he's demanded a busboy be fired",2026-07-17 20:44:42.615,"Stephen Miller"
"My man looks like the vice principal of a reformatory",2026-07-17 20:45:49.747,"Stephen Miller"
"My man looks like Robert Duvall playing Pee Wee Herman",2026-07-17 20:46:19.086,"Stephen Miller"
"My man looks like Pee Wee Herman playing Robert Duvall",2026-07-17 20:46:32.685,"Stephen Miller"
"My man looks like a pencil eraser went to college",2026-07-17 20:47:05.578,"Stephen Miller"
"My man looks like if Pauly Shore straightened out his life a little *too* much",2026-07-17 20:47:36.198,"Stephen Miller"
"My man looks like he gets seated at a back table so the other customers don't get nauseated",2026-07-17 20:48:21.252,"Stephen Miller"
"My man looks like he owns snakes, plural.",2026-07-17 20:49:12.239,"Stephen Miller"
"My man looks like he uses air quotes when saying ""The Holocaust""",2026-07-17 20:49:45.293,"Stephen Miller"
"My man looks like he has been banned from all Disney properties.",2026-07-17 20:51:37.277,"Stephen Miller"
"My man looks like his high school yearbook quote came from Hannibal Lecter",2026-07-17 20:52:19.67,"Stephen Miller"
"My man looks like he's correcting someone's pronunciation of ""douchebag""",2026-07-17 20:53:08.804,"Stephen Miller"
"My man looks like he should come with his own cartoon stink lines",2026-07-17 20:53:38.578,"Stephen Miller"
"My man looks like he was voted Most Likely to Be Fragged in basic training",2026-07-17 20:54:33.305,"Stephen Miller"
"My man looks like a proud graduate of Duke University",2026-07-17 20:54:58.099,"Stephen Miller"
"My man looks like Professor X if his mutant power was ""giving people the creeps""",2026-07-17 20:56:26.624,"Stephen Miller"
"My man looks like the sommelier at a restaurant that only serves Mountain Dew",2026-07-17 20:58:21.705,"Stephen Miller"
"My man looks like NoHo Hank read the Turner Diaries",2026-07-17 20:59:06.65,"Stephen Miller"
"My man looks like Pitbull addressing reporters after family court",2026-07-17 20:59:42.217,"Stephen Miller"
"My man looks like he's starring in the knockoff LIE HARD",2026-07-17 21:00:27.149,"Stephen Miller"
"My man looks like he has informed opinions on chloroform",2026-07-17 21:01:06.805,"Stephen Miller"
"My man looks like the last thing a drifter sees in the desert",2026-07-17 21:01:26.765,"Stephen Miller"
"My man looks like he was thrown out of a casino for ""inappropriate sniffing""",2026-07-17 21:01:56.094,"Stephen Miller"
"My man looks like the head judge at a cross-burning competition",2026-07-17 21:02:15.473,"Stephen Miller"
"My man looks like a naked mole rat went to Men's Wearhouse",2026-07-17 21:03:12.677,"Stephen Miller"
"My man looks like he's excited to open the Ark of the Covenant",2026-07-17 21:03:58.021,"Stephen Miller"
"My man looks like he claps slow and hard whenever a waiter drops a glass",2026-07-17 21:04:44.783,"Stephen Miller"
"My man looks like he's trying to shut down a rec center used by a scrappy group of teens.",2026-07-17 21:05:21.574,"Stephen Miller"
"My man looks like he has an extensive collection of calipers",2026-07-17 21:05:45.61,"Stephen Miller"
"My man looks like he was banned from a racetrack for taking the genetic stuff way, way too far",2026-07-17 21:06:19.052,"Stephen Miller"
"My man looks like hairlessness was a deliberate choice so he could better evade the authorities",2026-07-17 21:06:56.985,"Stephen Miller"
"My man looks like the ""before"" picture in any single ad aimed at middle-aged men",2026-07-17 21:07:34.337,"Stephen Miller"
"My man looks like he created a cocktail that's equal parts vodka and formaldehyde",2026-07-17 21:08:41.952,"Stephen Miller"
"My man looks like the baseline for police sketch artists",2026-07-17 21:09:17.535,"Stephen Miller"
"My man looks like Stanley Tucci if he were raised by the squadristi",2026-07-17 21:10:32.384,"Stephen Miller"
"My man looks like a hotdog made entirely out of pig anus",2026-07-17 21:11:04.219,"Stephen Miller"
"My man looks like Lex Luthor if he dropped out of school",2026-07-17 21:13:12.044,"Stephen Miller"
"My man looks like watching Faces of Death is the only way he can get an erection",2026-07-17 21:13:20.922,"Stephen Miller"
"My man looks like he went for Halloween as Jeff Bezos",2026-07-17 21:14:10.207,"Stephen Miller"
"My man looks like he was cast as Frank Burns in a gritty reboot of M*A*S*H",2026-07-17 21:15:38.305,"Stephen Miller"
"My man looks like he's been the target of multiple federal task forces",2026-07-17 21:16:13.091,"Stephen Miller"
"My man looks like he bought three bottles of ""brain tonic""",2026-07-17 21:16:47.805,"Stephen Miller"
"My man looks like he sleeps upside down, hanging from a doorframe",2026-07-17 21:19:04.427,"Stephen Miller"
"My man looks like he sheds his skin",2026-07-17 21:20:03.333,"Stephen Miller"
"My man looks like he told the contractor they wanted a little more lebensraum",2026-07-17 21:25:02.943,"Stephen Miller"
"My man looks like a burn victim whose skin was repaired through scrotum grafts",2026-07-17 21:25:45.269,"Stephen Miller"
"My man looks like Oscar the Grouch fucked the Oscar statue",2026-07-17 21:26:28.123,"Stephen Miller"
"My man looks like he was caught peeping on a changing room at Baby Gap",2026-07-17 21:28:43.853,"Stephen Miller"
"My man looks like he has a separate lawyer who handles all the restraining orders against him",2026-07-17 21:29:39.17,"Stephen Miller"
"My man looks like he orders steaks ""blood rare"" while maintaining eye contact for far too long",2026-07-17 21:30:28.373,"Stephen Miller"
"My man looks like he chides his wife by saying ""Himmler was in charge, honey, not Hermler""",2026-07-17 21:31:28.879,"Stephen Miller"
"My man looks like someone slapped ears on a penis",2026-07-17 21:31:49.19,"Stephen Miller"
"My man looks like an earthworm who moved to the big city",2026-07-17 21:52:17.448,"Stephen Miller"
"My man looks like his eyes light up at the phrase ""kill shelter""",2026-07-17 21:52:55.063,"Stephen Miller"
"My man looks like ushers asked him to leave Schindler's List because of the laughter",2026-07-17 21:54:03.371,"Stephen Miller"
"My man looks like the mascot for bratwurst",2026-07-17 21:54:51.555,"Stephen Miller"
"My man looks like he has a cellar door with a lock on it.",2026-07-17 21:55:47.387,"Stephen Miller"
"My man looks like he smells like mildew and rophynol",2026-07-17 21:56:13.217,"Stephen Miller"
"My man looks like Costco banned him for fondling chicken breasts",2026-07-18 01:01:45.729,"Stephen Miller"
"My man looks like he's developed an immunity to pepper spray",2026-07-18 01:02:04.671,"Stephen Miller"
"My man looks like a thumb learned to dress itself",2026-07-18 01:03:05.58,"Stephen Miller"
"My man looks like Evil Universe Calilou",2026-07-18 01:04:59.234,"Stephen Miller"
"My man looks like he minored in phrenology",2026-07-18 01:05:43.605,"Stephen Miller"
"My man looks like he's trying to stage a one-man show called I REMEMBER MENGELE",2026-07-18 01:06:45.568,"Stephen Miller"
"My man looks like he was accidentally summoned by some teens in a remote cabin",2026-07-18 01:07:08.722,"Stephen Miller"
"My man looks like he's somehow both damp and ashy",2026-07-18 01:07:32.851,"Stephen Miller"
"My man looks like he sued a wedding DJ who ""played too much race music""",2026-07-18 01:08:56.927,"Stephen Miller"
"My man looks like an infected pinky finger",2026-07-18 01:13:06.899,"Stephen Miller"
"My man looks like G. Gordon Liddy suffering from alopecia",2026-07-18 01:17:42.387,"Stephen Miller"
"My man looks like a Vienna sausage who was rejected by a local art school in 1907",2026-07-18 01:19:58.562,"Stephen Miller"
"My man looks like a composite drawing of a man that FBI profilers christened ""Clown Dick""",2026-07-18 01:28:03.54,"Stephen Miller"
"My man looks like Powder went to prom stag",2026-07-18 01:31:41.971,"Stephen Miller"
"My man looks like he buys suits from the Sopranos Collection™ by Sears",2026-07-18 01:33:05.535,"Stephen Miller"
"My man looks like he has ways of making you talk",2026-07-18 01:33:38.512,"Stephen Miller"
"My man looks like he's going to ask his manager if he can throw in a year's worth of car washes for you",2026-07-18 01:34:12.213,"Stephen Miller"
"My man looks like he runs a card game out of the back room at a deli",2026-07-18 01:35:02.76,"Stephen Miller"
"My man looks like the owner of a restaurant called Waffles SS",2026-07-18 01:40:17.588,"Stephen Miller"
"My man looks like he's not allowed within 500 yards of a Victoria's Secret",2026-07-18 01:46:12.72,"Stephen Miller"
"My man looks like a Make-a-Wish kid whose wish was ""war crimes""",2026-07-18 15:06:29.135,"Stephen Miller"
"My man looks like Stewie Griffin became a made man",2026-07-18 15:06:54.142,"Stephen Miller"
"My man looks like Dopey had a job interview",2026-07-18 15:07:21.596,"Stephen Miller"
"My man looks like Gollum went to finishing school",2026-07-18 15:08:04.155,"Stephen Miller"
"My man looks like he takes his coffee with two sugars and a dash of embalming fluid",2026-07-18 15:08:59.389,"Stephen Miller"
"My man looks like he wears a sardine-themed cologne",2026-07-18 15:09:23.102,"Stephen Miller"
"My man looks like Uncle Fester on Wegovy",2026-07-18 15:09:59.546,"Stephen Miller"
"My man looks like Yul Brenner selling timeshares",2026-07-18 15:10:36.588,"Stephen Miller"
"My man looks like he's about to tell the Planet Express team ""Good news, everyone!""",2026-07-18 15:13:02.58,"Stephen Miller"
"My man looks like Voldemort addressing his shareholders",2026-07-18 15:13:51.254,"Stephen Miller"
"My man looks like a haunted mannequin",2026-07-18 15:15:23.123,"Stephen Miller"
"My man looks like Gargamel finally got his shit together",2026-07-18 15:15:32.734,"Stephen Miller"
"My man looks like the inspiration for ""Think I'll Go Eat Worms""",2026-07-18 15:18:34.056,"Stephen Miller"
"My man looks like Mr. Garrison broke bad",2026-07-18 15:18:56.304,"Stephen Miller"
"My man looks like he's been maced while interviewing for a job",2026-07-18 15:20:12.706,"Stephen Miller"
"My man looks like Tommy Pickles developed a coke habit",2026-07-18 15:20:28.979,"Stephen Miller"
"My man looks like a Fast and Furious relative named Dim Turreto",2026-07-18 15:22:19.513,"Stephen Miller"
"My man looks like the alien from American Dad owned a Hyundai dealership",2026-07-18 15:24:10.553,"Stephen Miller"
"My man looks like Casper the Hate Crimes Ghost",2026-07-18 15:24:34.219,"Stephen Miller"
"My man looks like he'll die alone and unloved",2026-07-18 15:25:03.975,"Stephen Miller"
"My man looks like he subsists on cans of uncooked Spaghetti-Os",2026-07-18 15:25:47.503,"Stephen Miller"
"My man looks like a youngish C. Montgomery Burns",2026-07-18 15:26:34.479,"Stephen Miller"
"My man looks like three CPR dummies in a suit",2026-07-18 15:27:10.732,"Stephen Miller"
"My man looks like he's hunting wabbits",2026-07-18 15:27:35.615,"Stephen Miller"
"My man looks like the Last Airbender but the element he controls is urine",2026-07-18 15:28:10.53,"Stephen Miller"
"My man looks like a hot dog dropped on the stadium floor",2026-07-18 15:28:47.342,"Stephen Miller"
"My man looks like Squidward delivering a Ted Talk",2026-07-18 15:29:12.469,"Stephen Miller"
"My man looks like Charlie Brown ordering a hit on the Van Pelt siblings",2026-07-18 15:29:55.178,"Stephen Miller"
"My man looks like Paul Shaffer if he played nothing but Wagner",2026-07-18 15:31:26.325,"Stephen Miller"
"My man looks like a crash test dummy that escaped the testing center",2026-07-18 15:32:44.438,"Stephen Miller"
"My man looks like Moby trying to impress Natalie Portman",2026-07-18 15:34:55.722,"Stephen Miller"
"My man looks like his house is on the Do Not Contact list for local Girl Scouts",2026-07-18 15:37:55.815,"Stephen Miller"
"My man looks like he has a crawlspace full of kids' backpacks",2026-07-18 15:38:40.675,"Stephen Miller"
"My man looks like Popeye with a spinach allergy",2026-07-18 15:39:01.08,"Stephen Miller"
"My man looks like sunlight would singe him",2026-07-18 15:40:28.138,"Stephen Miller"
"My man looks like the spokesman for a coffin manufacturer",2026-07-18 15:40:51.725,"Stephen Miller"
"My man looks like a human they shot in The Walking Dead ""just to be safe""",2026-07-18 15:42:18.886,"Stephen Miller"
"My man looks like a golem created entirely out of olive loaf",2026-07-18 15:42:57.36,"Stephen Miller"
"My man looks like Grima Wormtongue got a makeover from the Queer Eye guys",2026-07-18 15:44:04.145,"Stephen Miller"
"My man looks like Mini Me all growed up",2026-07-18 15:45:27.114,"Stephen Miller"
"My man looks like asks for a table near the lobster tank just to watch them get chosen for death",2026-07-18 15:46:37.428,"Stephen Miller"
"My man looks like he has exhumed a corpse",2026-07-18 15:47:06.451,"Stephen Miller"
"My man looks like he has been exhumed as a corpse.",2026-07-18 15:47:22.699,"Stephen Miller"
"My man looks like Billy Zane suffered blunt head trauma",2026-07-18 15:47:56.926,"Stephen Miller"
"My man looks like he's the merciful end of the Habsburg bloodline",2026-07-18 15:49:08.048,"Stephen Miller"
"My man looks like he runs Human Resources for Cobra",2026-07-18 16:24:21.183,"Stephen Miller"
"My man looks like a henchman who gets throat punched by John Wick",2026-07-18 16:24:48.266,"Stephen Miller"
"My man looks like he shaves his whole body ""for purity""",2026-07-18 16:25:25.628,"Stephen Miller"
"My man looks like the proprietor of a black market restaurant that serves endangered species",2026-07-18 16:27:20.878,"Stephen Miller"
"My man looks like he burns styrofoam coolers in his backyard to own the libs",2026-07-18 16:27:55.495,"Stephen Miller"
"My man looks like a Ken doll made out of expired baloney",2026-07-18 16:28:23.237,"Stephen Miller"
"My man looks like he gets nosebleeds on an escalator",2026-07-18 16:28:49.644,"Stephen Miller"
"My man looks like his photo is tacked up in the county morgue with the warning DO NOT ADMIT",2026-07-18 16:30:40.338,"Stephen Miller"
"My man looks like he's nervously trying to conceal a zombie bite",2026-07-18 16:31:06.749,"Stephen Miller"
"My man looks like he was breastfed until college",2026-07-18 16:31:59.477,"Stephen Miller"
"My man looks like Mr. Clean fell off the wagon",2026-07-18 16:33:19.666,"Stephen Miller"
"My man looks like he smells like herpes ointment and sadness",2026-07-18 16:33:50.101,"Stephen Miller"
"My man looks like a roll-on deodorant applying for a bank loan",2026-07-18 16:34:54.926,"Stephen Miller"
"My man looks like he was kicked out of the zoo's reptile house for molesting snakes",2026-07-18 16:35:57.796,"Stephen Miller"
"My man looks like he slapped a child over a game of UNO",2026-07-18 16:36:45.135,"Stephen Miller"
"My man looks like he took a career aptitude test in high school and the results were ""bootblack"" and ""urchin snatcher""",2026-07-18 16:38:47.057,"Stephen Miller"
"My man looks like he has screamed ""SEIZE HIM!"" on multiple occasions",2026-07-18 16:39:48.421,"Stephen Miller"
"My man looks like his Secret Service code name is ""Shart""",2026-07-18 16:40:14.96,"Stephen Miller"
"My man looks like he sounds",2026-07-18 16:41:54.621,"Stephen Miller"
"My man sounds like he looks",2026-07-18 16:42:11.131,"Stephen Miller"
"My man looks like he escaped from the Home for the Visually Unpleasant",2026-07-18 16:43:02.961,"Stephen Miller"
"My man looks like the mortician at a whites-only funeral home",2026-07-18 16:43:58.484,"Stephen Miller"
"My man looks like he's taunting the police with cryptic newspaper ads",2026-07-18 16:44:51.756,"Stephen Miller"
"My man looks like he always carries a shovel and a bag of lime in his trunk ""just in case""",2026-07-18 16:45:48.684,"Stephen Miller"
"My man looks like they chemically castrated Jason Statham",2026-07-18 16:46:55.763,"Stephen Miller"
"My man looks like Charlie Brown did, in fact, have hos",2026-07-18 16:49:30.856,"Stephen Miller"
"My man looks like a carny who wants to guess your ancestry",2026-07-18 16:52:03.958,"Stephen Miller"
"My man looks like he has a plan to capture The Batman",2026-07-18 16:53:07.964,"Stephen Miller"
"My man looks like the Gimp from Pulp Fiction pitching an idea on ""Shark Tank""",2026-07-18 16:56:37.742,"Stephen Miller"
"My man looks like has four different diseases named after him.",2026-07-18 16:58:03.369,"Stephen Miller"
"My man looks like the three words that best describe him are ""stink, stank, stunk""",2026-07-18 16:59:08.146,"Stephen Miller"
"My man looks like he asked a waiter about the racial purity of their charcuterie board",2026-07-18 17:00:11.462,"Stephen Miller"
"My man looks like he ate a urinal cake in kindergarten",2026-07-18 17:00:49.765,"Stephen Miller"
"My man looks like he regularly tries to use ethnic slurs in Scrabble",2026-07-18 17:01:34.724,"Stephen Miller"
"My man looks like his iPhone passcode is ""1488""",2026-07-18 17:02:01.304,"Stephen Miller"
"My man looks like he gargles raw milk",2026-07-18 17:04:18.946,"Stephen Miller"
"My man looks like a recreational phlebotomist",2026-07-18 17:04:55.557,"Stephen Miller"
"My man looks like Michael Stipe scared straight",2026-07-18 17:06:58.143,"Stephen Miller"
"My man looks like he's asking how we can dance when our beds are burning",2026-07-18 17:07:47.641,"Stephen Miller"
"My man looks like he's pitching an A.i. called ""Mephisto""",2026-07-18 20:04:34.3,"Stephen Miller"
"My man looks like he developed an app that lets the user know who is menstruating in a 3-mile radius",2026-07-18 20:05:32.827,"Stephen Miller"
"My man looks like he's tossed a tip at the feet of a bellman",2026-07-18 20:06:44.769,"Stephen Miller"
"My man looks like his wife discovered his hidden collection of little shoes",2026-07-18 20:07:23.302,"Stephen Miller"
"My man looks like he has challenged a museum docent to a duel",2026-07-18 20:07:46.473,"Stephen Miller"
"My man looks like he's laying down a tarp as Huey Lewis blares in the background",2026-07-18 20:09:07.436,"Stephen Miller"
"My man looks like he has been sued by a middle school",2026-07-18 20:09:38.096,"Stephen Miller"
"My man looks like pepper spray only encourages him",2026-07-18 20:10:41.352,"Stephen Miller"
"My man looks like he was caught running three-card monte at a retirement home",2026-07-18 20:14:13.447,"Stephen Miller"
"My man looks like he uses the phrase ""low T""",2026-07-18 20:14:47.017,"Stephen Miller"
"My man looks like he's never been able to see his reflection in a mirror",2026-07-18 20:15:17.72,"Stephen Miller"
"My man looks like the Boss Baby followed the tragic arc of most child stars",2026-07-18 20:16:41.794,"Stephen Miller"
"My man looks like Colin Robinson working a room",2026-07-18 20:17:01.861,"Stephen Miller"
"My man looks like he absolutely reeks from something he only calls ""my ointments""",2026-07-18 20:17:49.383,"Stephen Miller"
"My man looks like a cabbage fart",2026-07-18 20:18:00.073,"Stephen Miller"
"My man looks like cops have repeatedly chased him away from a crime scene",2026-07-18 20:18:36.244,"Stephen Miller"
"My man looks like he has a tattoo of Dwight Schrute",2026-07-18 20:19:29.939,"Stephen Miller"
"My man looks like he was sculpted out of liverwurst",2026-07-18 20:20:23.722,"Stephen Miller"
"My man looks like the lower-level villain that James Bond kills with a fountain pen",2026-07-18 20:21:29.884,"Stephen Miller"
"My man looks like he listens to Ted Cruz's podcast",2026-07-18 20:21:57.388,"Stephen Miller"
"My man looks like he says ""my struggle"" too often for it to be a coincidence",2026-07-18 20:22:35.135,"Stephen Miller"
"My man looks like he refuses to watch any sport that no longer has a color line",2026-07-18 20:23:06.575,"Stephen Miller"
"My man looks like Abe Vigoda had the Benjamin Button disease",2026-07-18 20:24:51.775,"Stephen Miller"
"My man looks like he never travels anywhere without a few hard boiled eggs",2026-07-18 20:26:01.668,"Stephen Miller"
"My man looks like a version of Kojak where he's the one committing all the crimes",2026-07-18 20:26:37.543,"Stephen Miller"
"My man looks like he claimed a handicapped spot because of anti-white discrimination",2026-07-18 20:27:41.458,"Stephen Miller"
"My man looks like he's hawking a tech company called Pennywise",2026-07-18 20:29:31.754,"Stephen Miller"
"My man looks like he self-published a book called The SPANIARD MENACE",2026-07-18 20:31:31.874,"Stephen Miller"
"My man looks like he has a terrarium filled with snails and slugs",2026-07-18 20:32:46.571,"Stephen Miller"
"My man looks like he's sincerely flattered the FBI task force is calling him ""a person of interest""",2026-07-18 20:34:04.346,"Stephen Miller"
"My man looks like he's reduced a restaurant hostess to tears",2026-07-18 20:34:48.311,"Stephen Miller"
"My man looks like he has to wear SPF 5000 at the beach",2026-07-18 20:35:21.09,"Stephen Miller"
"My man looks like he was grown in a lab by the finest Confederate scientists",2026-07-18 20:35:54.232,"Stephen Miller"
"My man looks like he can emit an ink cloud to evade predators",2026-07-18 20:36:35.523,"Stephen Miller"
"My man looks like he refuses to play blackjack solely because of the name",2026-07-18 20:37:40.355,"Stephen Miller"
"My man looks like he celebrates his ""hatching day"" every year",2026-07-18 20:37:58.311,"Stephen Miller"
"My man looks like he keeps a 55-gallon drum of hydrochloric acid in his basement",2026-07-18 20:38:58.36,"Stephen Miller"
"My man looks like should be stroking a white cat with a diamond necklace",2026-07-18 20:39:34.613,"Stephen Miller"
"My man looks like something your oncologist points to on the X-rays",2026-07-18 23:25:08.249,"Stephen Miller"
"My man looks like he wears prescription underpants",2026-07-18 23:25:26.955,"Stephen Miller"
"My man looks like he wrote a musical comedy about the BTK Killer",2026-07-18 23:26:07.861,"Stephen Miller"
"My man looks like he buys Preparation H in bulk",2026-07-18 23:26:28.199,"Stephen Miller"
"My man looks like he claims he's allergic to soap",2026-07-18 23:26:44.52,"Stephen Miller"
"My man looks like he's telling the flight attendant this Gila monster is his service animal",2026-07-18 23:27:27.059,"Stephen Miller"
"My man looks like a personal injury lawyer who was wisely advised against using his photo on billboards",2026-07-18 23:29:26.414,"Stephen Miller"
"My man looks like he runs a kitten fighting ring",2026-07-18 23:30:19.374,"Stephen Miller"
"My man looks like doctors have described his body odor as ""onion-like""",2026-07-18 23:30:59.071,"Stephen Miller"
"My man looks like he's unsuccessfully chased a paperboy",2026-07-18 23:31:26.402,"Stephen Miller"
"My man looks like he has a prepared speech about why he refuses to recycle",2026-07-18 23:31:50.44,"Stephen Miller"
"My man looks like he has been booed in a house of worship",2026-07-18 23:33:08.793,"Stephen Miller"
"My man looks like he has booed in a house of worship",2026-07-18 23:33:25.5,"Stephen Miller"
"My man looks like the skinhead other skinheads refuse to be seen with",2026-07-18 23:36:49.501,"Stephen Miller"
"My man looks like he responds to ""have a nice day"" with ""agree to disagree""",2026-07-18 23:40:50.805,"Stephen Miller"
"My man looks like he's taunting Brad Pitt and Morgan Freeman with a series of sin-themed murders",2026-07-18 23:42:27.019,"Stephen Miller"
"My man looks like he asked friends to call him ""Ken the Merciless""",2026-07-18 23:43:14.701,"Stephen Miller"
"My man looks like he's been sighted at the edge of the woods",2026-07-18 23:44:00.518,"Stephen Miller"
"My man looks like Colonel Kurtz with a tapeworm",2026-07-18 23:44:32.147,"Stephen Miller"
"My man looks like the tapeworm inside Colonel Kurtz",2026-07-18 23:44:48.664,"Stephen Miller"
"My man looks like a vampire who only preys on sheep",2026-07-18 23:45:52.52,"Stephen Miller"
"My man looks like he holds the record for the most blocks on Tinder",2026-07-18 23:46:32.078,"Stephen Miller"
"My man looks like he's selling patent medicines out of the trunk of a Buick Park Avenue",2026-07-18 23:50:19.384,"Stephen Miller"
"My man looks like he exposed himself to a crossing guard",2026-07-19 00:15:30.254,"Stephen Miller"
"My man looks like he has a subscription to Seventeen",2026-07-19 00:15:56.708,"Stephen Miller"
"My man looks like he has called gelato ""degenerate""",2026-07-19 00:16:21.866,"Stephen Miller"
"My man looks like he was fired from Foot Locker for licking",2026-07-19 00:20:00.809,"Stephen Miller"
"My man looks like a villain they decided was too creepy for a Saturday morning cartoon",2026-07-19 00:20:42.882,"Stephen Miller"
"My man looks like the dean from ""Community"" started a pyramid scheme selling ""super vitamins""",2026-07-19 00:22:02.238,"Stephen Miller"
"My man looks like someone microwaved Vin Diesel",2026-07-19 00:23:06.08,"Stephen Miller"
"My man looks like he owns a boa constrictor named Rommel",2026-07-19 00:23:47.781,"Stephen Miller"
"My man looks like he's made a nun cuss",2026-07-19 00:24:21.123,"Stephen Miller"
"My man looks like his favorite game as a child was called ""Papers, Please""",2026-07-19 00:26:29.175,"Stephen Miller"
"My man looks like the wedding photographer eventually gave up asking him to smile",2026-07-19 00:27:05.18,"Stephen Miller"
"My man looks like he recommends a traditional leeching",2026-07-19 00:28:02.923,"Stephen Miller"
"My man looks like he has a stack of magazines with letters of various shapes and sizes cut out of them for some reason",2026-07-19 00:29:33.513,"Stephen Miller"
"My man looks like a tick about to pop",2026-07-19 00:30:23.851,"Stephen Miller"
"My man looks like he finally found enough kryptonite",2026-07-19 00:31:47.976,"Stephen Miller"
"My man looks like a lesser Aquaman villain known as ""the Eel""",2026-07-19 00:32:48.044,"Stephen Miller"
"My man looks like Vladimir Lenin got a glow up",2026-07-19 00:34:28.86,"Stephen Miller"
"My man looks like he tells the waiter ""no garlic"" at least five times",2026-07-19 00:37:08.243,"Stephen Miller"
"My man looks like the Kingpin got the wasting disease",2026-07-19 00:38:52.977,"Stephen Miller"
"My man look like Walter White's path to evil ran through the Heritage Foundation",2026-07-19 00:39:57.472,"Stephen Miller"
"My man looks like a peeled banana was named best man",2026-07-19 00:49:15.974,"Stephen Miller"
"My man looks like Dr. Manhattan's superpower was douchebaggery",2026-07-19 00:51:59.598,"Stephen Miller"
"My man looks like someone drew a face on a sea cucumber",2026-07-19 00:52:44.489,"Stephen Miller"
"My man looks like a cursed ventriloquist's dummy",2026-07-19 00:53:11.818,"Stephen Miller"
"My man looks like he thinks vegetables are communist",2026-07-19 00:56:46.551,"Stephen Miller"
"My man looks like he claps his hands in joy at an Amber Alert",2026-07-19 01:05:01.748,"Stephen Miller"
"My man looks like an orderly in a cancer ward who secretly runs a dead pool",2026-07-19 01:07:42.395,"Stephen Miller"
"My man looks like he can only be reached by ouija board",2026-07-19 01:09:57.664,"Stephen Miller"
"My man looks like he was discovered by archaeologists in an ancient tomb",2026-07-19 01:10:18.879,"Stephen Miller"
